,title,content,answer,maxPoints,type,relevantLines,examId,questions,gradingKey
257,Aufgabe 5,"Überprüfe folgende Aussagen auf ihre Übereinstimmung mit dem Text. Bestimme ob die Aussage richtig oder falsch ist, oder ob man keine Aussage treffen kann.",,9,multiplechoice,,10,"[{'text': 'Der Ehemann der Gastgeberin ist nach langer Krankheit verstorben.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'falsch'}, {'text': 'Am Fest spielen alle Musiker mit Saiteninstrumenten.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'richtig'}, {'text': 'Der Unbekannte ist wohlbeleibt.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'falsch'}, {'text': 'Das Lokal befindet sich mitten in der Stadt.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'falsch'}, {'text': 'Der Unbekannte setzt erst ein, als ein neues Stück beginnt.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'richtig'}, {'text': 'Die Witwe ist der Ansicht, der Gastmusiker habe ihr ihren verstorbenen Mann in Erinnerung rufen wollen.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'falsch'}, {'text': 'Als der ungebettene Gast erneut auftaucht, fällt ihm sein Kontrabass zu Boden.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'falsch'}, {'text': 'Alle sind sich einig, dass die dargebotene Musik durch den Kontrabass besser geworden ist.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'richtig'}, {'text': 'Der fremde Gast verlässt die Wirtschaft durch den Hintereingang.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'keine Angabe möglich'}]","[{'min': 9, 'max': 9, 'points': 9}, {'min': 8, 'max': 8, 'points': 8}, {'min': 7, 'max': 7, 'points': 7}, {'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
258,Aufgabe 6.1,"Forme den nachfolgenden Satz in die indirekte Rede um (unter Verwendung der korrekten Konjunktivform, ohne „dass“ und „würde“). Sie befahl dem Mann: „Verlassen Sie sofort mein Lokal!“ Sie befahl dem Mann, _________","1 Punkt für eine der folgenden Lösungen: Sie befahl dem Mann, er solle sofort ihr Lokal verlassen. Sie befahl dem Mann, er habe ihr Lokal sofort zu verlassen. / Sie befahl dem Mann, er möge / müsse ihr Lokal sofort verlassen. (… ihr Lokal sofort zu verlassen: falsch, da nicht wie verlangt ein Konjunktiv verwendet wird.)",1,text,[],10,,
259,Aufgabe 6.2,"Forme den nachfolgenden Satz in die indirekte Rede um (unter Verwendung der korrekten Konjunktivform, ohne „dass“ und „würde“). Die Wirtin fragte den Mann: „Wollen Sie nicht endlich gehen?“  Die Wirtin fragte den Mann, _________",1 Punkt für die folgende Lösunge: 'ob er nicht endlich gehen wolle.',1,text,[],10,,
260,Aufgabe 7.1,"Setze den folgenden Satze ins Passiv, ohne dabei die Zeitform zu ändern. Von wem die Handlung ausgeführt wird, muss auch angegeben werden: Die Wirtin hatte ihn darauf aufmerksam gemacht.",1 Punkt für die folgende Lösunge: 'Er war von der Wirtin darauf aufmerksam gemacht worden. ',1,text,[],10,,
261,Aufgabe 7.2,"Setze den folgenden Satze ins Passiv, ohne dabei die Zeitform zu ändern. Von wem die Handlung ausgeführt wird, muss auch angegeben werden: Der Bassist begleitete die Musiker gekonnt.",1 Punkt für die folgende Lösunge: 'Die Musiker wurden vom Bassisten gekonnt begleitet. ',1,text,[],10,,
262,Aufgabe 7.3,"Setze den folgenden Satze ins Passiv, ohne dabei die Zeitform zu ändern. Von wem die Handlung ausgeführt wird, muss auch angegeben werden: Die Gäste werden ihn loben. ",1 Punkt für die folgende Lösunge: 'Er wird von den Gästen gelobt werden. ',1,text,[],10,,
263,Aufgabe 8.1,"Bilde die verlangte Form, wobei die Person bzw. Zeit zu übernehmen ist, wenn nichts anderes steht. Er will den Saal verlassen. -> Perfekt. Er _______",1 Punkt für die folgende Lösung: 'hat den Saal verlassen wollen. ' / 'Er hat den Saal verlassen wollen. ',1,text,[],10,,
264,Aufgabe 8.2,"Bilde die verlangte Form, wobei die Person bzw. Zeit zu übernehmen ist, wenn nichts anderes steht. Wir betreten den Raum. -> 2. Person Singular. Du _______ den Raum",1 Punkt für die folgende Lösung: 'betrittst' / 'Du betrittst den Raum.',1,text,[],10,,
265,Aufgabe 8.3,"Bilde die verlangte Form, wobei die Person bzw. Zeit zu übernehmen ist, wenn nichts anderes steht. Sie gibt auf. -> Imperativ 2. Person Plural. _______ auf!",1 Punkt für die folgende Lösung: 'Gebt' / 'Gebt auf!',1,text,[],10,,
266,Aufgabe 8.4,"Bilde die verlangte Form, wobei die Person bzw. Zeit zu übernehmen ist, wenn nichts anderes steht. Sie geniesst den Klang. -> Präteritum. Sie _______ genoss den Klang.",1 Punkt für die folgende Lösung: 'genoss' / 'Sie genoss den Klang.',1,text,[],10,,
267,Aufgabe 8.5,"Bilde die verlangte Form, wobei die Person bzw. Zeit zu übernehmen ist, wenn nichts anderes steht. Wir verlassen den Raum. -> 2. Person Plural. Ihr _______ den Raum.",1 Punkt für die folgende Lösung: 'verlasst' / 'Ihr verlasst den Raum. ',1,text,[],10,,
268,Aufgabe 8.6,"Bilde die verlangte Form, wobei die Person bzw. Zeit zu übernehmen ist, wenn nichts anderes steht. Er flieht. -> Konjunktiv I Perfekt. Er _______",1 Punkt für die folgende Lösung: 'sei geflohen' / 'Er sei geflohen. ',1,text,[],10,,
269,Aufgabe 9,Setze den eingeklammerten Ausdruck in die korrekte Form. (6 Punkte),,6,directWordMatch,,10,"[{'leftCol': '(ein städtischer Buchhalter) ', 'rightCol': 'Er sieht  __________ .', 'answer': ['einen städtischen Buchhalter'], 'isExample': 0}, {'leftCol': '(der Betrug)', 'rightCol': 'Man verdächtigte den Musikanten __________ .', 'answer': ['des Betrugs', 'des Betruges', 'des Betrug(e)s'], 'isExample': 0}, {'leftCol': '(ein Störenfried)', 'rightCol': 'Sie betrachtete den ungeladenen Gast als __________.', 'answer': ['einen Störenfried'], 'isExample': 0}, {'leftCol': '(der Autor)', 'rightCol': 'Vor dem Fest rief er __________ an.', 'answer': ['den Autor'], 'isExample': 0}, {'leftCol': '(kein Dirigent)', 'rightCol': 'Die Musikanten brauchten  __________ .', 'answer': ['keinen Dirigenten'], 'isExample': 0}, {'leftCol': '(Alle Gäste)', 'rightCol': '__________ waren die Umstände unangenehm.', 'answer': ['Allen Gästen'], 'isExample': 0}]","[{'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
270,Aufgabe 10,"Bestimme das Wort, welches dem schräggeschriebenen Wort am wenigsten entspricht. (5 Punkte)",,5,multiplechoice,,10,"[{'text': 'Die Frau war *viele* Jahre mit ihrem Mann verheiratet gewesen.', 'options': ['etliche', 'mannigfaltige', 'unzählige', 'zahlreiche'], 'answer': 'mannigfaltige'}, {'text': 'Der Bassist begleitete die Musikanten *gekonnt*.', 'options': ['professionell', 'versiert', 'virtuos', 'virtuell'], 'answer': 'virtuell'}, {'text': 'Die Frau entspannte sich *dank* der Kunst des Bassisten.', 'options': ['hinsichtlich', 'infolge', 'wegen', 'aufgrund'], 'answer': 'hinsichtlich'}, {'text': 'Der Gastmusiker wies *markante* Gesichtszüge auf.', 'options': ['auffallende', 'ausgeprägte', 'stattliche', 'eindrucksvolle'], 'answer': 'stattliche'}, {'text': 'Er war *offensichtlich* ein aussergewöhnlicher Könner.', 'options': ['augenscheinlich', 'offenkundig', 'scheinbar', 'unverkennbar'], 'answer': 'scheinbar'}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
271,Aufgabe 11.1,Welche der fünf Wortarten lassen sich nicht deklinieren?,1 Punkt für die richtige Lösung: Verben und Partikeln,1,text,[],10,,
272,Aufgabe 11.2,Wie unterscheidet sich eine Präposition von einer Konjunktion?,"1 Punkt für die richtige Lösung: Die Präposition bestimmt den Fall des nachfolgenden Wortes, die Konjunktion nicht (sondern verbindet nur). oder: Die Präposition verlangt einen Fall",1,text,[],10,,
273,Aufgabe 11.3,"Woran erkenne ich, ob ein Adjektiv dekliniert ist?",1 Punkt für die richtige Lösung: an der Endung oder: Wenn es in einem Fall steht.,1,text,[],10,,
274,Aufgabe 11.4,"Notiere ein Nomen, das es nur im Plural gibt. ","1 Punkt für die richtige Lösung: Ferien, Eltern, Trümmer usw",1,text,[],10,,
275,Aufgabe 11.5,In welchem Fall kann ein Objekt nie stehen?,1 Punkt für die richtige Lösung: 'Nominativ',1,text,[],10,,
276,Aufgabe 12,Benenne alle Subjekte und Objekte (genau sechs Unterstreichungen) vollständig und schreibe deren genaue Bezeichnung dazu.,"1 Punkt pro richtige Bezeichnung (maximal 6): Die arme Frau (Subjekt), der Adlernasige (Subjekt), den kleinen Saal der Wirtschaft (Akkusativobjekt), seinen Kontrabass (Akkusativobjekt), Den beiden Musikern (Dativobjekt), Dilettanten (Subj)",6,text,[],10,,
277,Aufgabe 13,"Gesucht sind Wörter, die zum Wortfeld (zur Wortfamilie) „wenden“ gehören. Trage diese rechts ein. Manchmal ist in Klammern eine synonyme Formulierung als Hilfe angegeben. Alle Wortarten kommen in Frage. (6 Punkte)",,6,directWordMatch,,10,"[{'leftCol': 'Beispiel: jemandem den Rücken ~ (zukehren)', 'rightCol': 'zuwenden', 'answer': ['zuwenden'], 'isExample': 1}, {'leftCol': 'Er kann das Gedicht ~ (aus dem Gedächtnis). ', 'rightCol': '__________', 'answer': ['auswendig'], 'isExample': 0}, {'leftCol': 'Umschwung in einer Entwicklung, der ~punkt', 'rightCol': ' __________ ', 'answer': ['Wende(punkt)', 'Wendepunkt', 'Wende'], 'isExample': 0}, {'leftCol': 'Dafür werden wir schon eine ~ (einen Gebrauch) finden. ', 'rightCol': '__________', 'answer': ['Anwendung', 'Verwendung'], 'isExample': 0}, {'leftCol': 'dem Gespräch eine ~ (andere Richtung) geben', 'rightCol': '__________', 'answer': ['Wendung'], 'isExample': 0}, {'leftCol': 'sich damit begnügen; es dabei ~ lassen', 'rightCol': '__________', 'answer': ['bewenden'], 'isExample': 0}, {'leftCol': 'Gegengrund, Gegenargument: einen ~ geltend machen ', 'rightCol': '__________', 'answer': ['Einwand'], 'isExample': 0}]","[{'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
278,Aufgabe 14,Bestimme die verbalen Teile durch Ankreuzen vollständig.,,4,multiplechoice,,10,"[{'text': 'spielen', 'options': ['Personalform', 'Infinitiv', 'Partizip', 'Hilfsverb', 'Modalverb', 'Verbzusatz'], 'answer': 'Infinitiv'}, {'text': 'musste', 'options': ['Infinitiv und Partizip', 'Hilfsverb', 'Personalform und Modalverb', 'Verbzusatz'], 'answer': 'Personalform und Modalverb'}, {'text': 'ist', 'options': ['Personalform und Hilfsverb', 'Partizip', 'Personalform und Modalverb', 'Verbzusatz'], 'answer': 'Personalform und Hilfsverb'}, {'text': 'gekommen', 'options': ['Personalform und Hilfsverb', 'Partizip', 'Personalform und Modalverb', 'Verbzusatz'], 'answer': 'Partizip'}]","[{'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
279,Aufgabe 15,"Schreibe die Partikeln aus dem folgenden Satz heraus und bezeichne diese, wenn möglich, genauer. (4 Punkte) Der Satz lautet Sie war dennoch bewegt von der Musik, als der Gast auf dem Bass spielte. ","Je 1 Punkt für die richtige Bezeichnung der Partikel: dennoch: leeres Feld/Adverb/Restgruppe; von: Präposition, als: Konjunktion, auf: Präposition",4,text,[],10,,
280,Aufgabe 1,"Welche vier der folgenden Adjektive passen am besten zum Ich-Erzähler? Markiere genau vier Wörter! Wenn mehr als vier Markierungen vorgenommen werden, gibt es Abzug. (4 Punkte) unbelehrbar / unwissend / arrogant / belehrend / wortkarg / mutig / diebisch / ziellos / abenteuerlustig / kreativ / hinterhältig / einfühlsam / fromm / abgekämpft / leichtsinnig / ehrgeizig",1 Punkt pro richtiges Adjektiv: unwissend / ziellos / einfühlsam / abgekämpft,4,text,[],17,,
281,Aufgabe 2.1,"Welches Wort aus dem Text passt am besten zum vorgegebenen Satz: Trepp ist vom Leben gezeichnet, für nichts mehr brauchbar.",Die korrekten Wörter sind 'ausgeglüht' [Zeile 18/f] oder 'gestrandet' [Zeile 22] oder 'Wrack' [Zeile 25].,1,text,[],17,,
282,Aufgabe 2.2,Welches Wort aus dem Text passt am besten zum vorgegebenen Satz: Trepp bringt undeutlich artikulierte Laute hervor.,Das korrekte Wort ist 'Gelalle' [Zeile 26].,1,text,[],17,,
283,Aufgabe 2.3,Welches Wort aus dem Text passt am besten zum vorgegebenen Satz: Die Zigarren stammen nicht aus der Schweiz.,Die korrekten Wörter sind 'fremd' [Zeile 5] oder 'fremdländisch(en)' [Zeile 52].,1,text,[],17,,
284,Aufgabe 2.4,"Welches Wort aus dem Text passt am besten zum vorgegebenen Satz: Der Erzähler ist im Gespräch mit Henry plötzlich verwundert, irritiert und hält kurz inne.",Die korrekten Wörter sind 'stutzt(e)' oder 'stutzen' [Zeile 66] oder 'fröstelte(f)' oder 'frösteln' [Zeile 79].,1,text,[],17,,
285,Aufgabe 2.5,"Welches Wort aus dem Text passt am besten zum vorgegebenen Satz: Henry weiss nicht, wie die Mutter ihrer Familie die Liebe zu ihm verheimlichen konnte.",Das korrekte Wort ist 'Rätsel' [Zeile 75].,1,text,[],17,,
286,Aufgabe 3,"Kreuze an, ob die folgenden Aussagen richtig oder falsch sind oder ob keine Antwort möglich ist.",,6,multiplechoice,,17,"[{'text': 'Trepp lässt das Essen, das die Mutter ihm zu Ehren gekocht hat, stehen, weil es ihm nicht schmeckt.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'keine Angabe möglich'}, {'text': 'Die Mutter hat keinerlei Gewissensbisse gegenüber den Kindern.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'falsch'}, {'text': 'Die Mutter wird aus Wut rot wie eine Erdbeere, als die Tochter fragt, wie Trepp die Bouquets bezahle.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'falsch'}, {'text': 'Dass Trepp die Blumenbouquets auf dem Friedhof stehle, ist eine Ausrede der Mutter.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'richtig'}, {'text': 'Die Mutter erzählte Henry nichts von Trepp.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'richtig'}, {'text': 'Henry hat mehrere Jahre an fernen Orten zugebracht.', 'options': ['richtig', 'falsch', 'keine Angabe möglich'], 'answer': 'richtig'}]","[{'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
287,Aufgabe 4.1,Welches Gefühl prägt die Beziehung der Mutter zu Trepp gemäß Einschätzung der Familie?,"Möglichkeit 1: Trepp könnte nur ihr Mitleid, nicht ihre Liebe entfacht haben. (Z. 28–30) Möglichkeit 2: Die Familie glaubt, die Mutter sei verzaubert von Trepp. (Z. 71) Eine der genannten Möglichkeiten muss für den Punkt genannt oder sinngemäß erklärt werden.",1,text,[],17,,
288,Aufgabe 4.2,Aus welcher Überzeugung heraus hat die Mutter Trepp ins Haus gelockt?,"Unsere Mutter hatte gewusst, dass sie ihre Verliebtheit vor der Familie nicht verbergen konnte. (Z. 67–68) oder sinngemäß für einen Punkt.",1,text,[],17,,
289,Aufgabe 4.3,"Wie verändert sich die Mutter, als Trepp nicht mehr in die Familie kommt?","Möglichkeit 1: Die Mutter verlor ihr Lächeln. (Z. 53) Möglichkeit 2: Ihre Augen, die gern geweint hätten, blickten ins Leere. (Z. 55.) Möglichkeit 3: Die Mutter wirkt traurig/unglücklich/verliert ihre Lebenslust/ist nicht mehr fröhlich. Eine der genannten Möglichkeiten reicht für den Punkt.",1,text,[],17,,
290,Aufgabe 4.4,"Weshalb erwähnt der Erzähler am Schluss des Gesprächs mit Henry, dass es ihn ein wenig fröstelt? Nenne einen möglichen Grund.","Möglichkeit 1: Der Erzähler ist darüber erschüttert/schockiert, wie die Mutter damals die ganze Familie getäuscht/in die Irre geführt hat. (Z. 81–83) Möglichkeit 2: Dem Erzähler fällt die Ähnlichkeit zwischen Henry, dem wahren Liebhaber, und Trepp, der ihn seinerzeit getarnt hat, auf. Möglichkeit 3: Den Erzähler berührt die unglücklich ausgegangene Liebe von Henry zu seiner Mutter. Möglichkeit 4: Der Erzähler hat Mitleid, weil Henry sein Leben vergeudet hat. / Er sieht Henrys Elend/sein Leben ohne Liebe. Eine der genannten Möglichkeiten reicht für den Punkt.",1,text,[],17,,
291,Aufgabe 5,"Ordne den Satz dem jeweils richtigen Begriff zu. Es kann auch sein, dass kein Begriff passt.",,6,multiplechoice,,17,"[{'text': 'Der Vater könnte die Mutter glücklich machen.', 'options': ['Rat', 'Absicht', 'Erlaubnis', 'Zwang', 'keine Begriff passt'], 'answer': 'keine Begriff passt'}, {'text': 'Die Familie muss Trepp am Stubentisch tolerieren.', 'options': ['Rat', 'Absicht', 'Erlaubnis', 'Zwang', 'keine Begriff passt'], 'answer': 'Zwang'}, {'text': 'Trepp sollte nicht so viel trinken.', 'options': ['Rat', 'Absicht', 'Erlaubnis', 'Zwang', 'keine Begriff passt'], 'answer': 'Rat'}, {'text': 'Die Mutter mag die Geschenke ihres Liebhaber', 'options': ['Rat', 'Absicht', 'Erlaubnis', 'Zwang', 'keine Begriff passt'], 'answer': 'keine Begriff passt'}, {'text': 'Trepp darf mit der Familie am Stubentisch essen', 'options': ['Rat', 'Absicht', 'Erlaubnis', 'Zwang', 'keine Begriff passt'], 'answer': 'Erlaubnis'}, {'text': 'Die Schwester will mehr über den Liebhaber der Mutter erfahren.', 'options': ['Rat', 'Absicht', 'Erlaubnis', 'Zwang', 'keine Begriff passt'], 'answer': 'Absicht'}]","[{'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
292,Aufgabe 6,"Setze sechs der folgenden Konjunktionen in die untenstehenden Sätze ein: Sie müssen inhaltlich zum Text und grammatikalisch in die Sätze passen. Jede Konjunktion darf nur einmal verwendet werden. Vier Konjunktionen bleiben also übrig. (6 Punkte) Konjunktionen: obwohl, aber, oder, indem, weil, damit, dass, wenn, denn, während",,6,directWordMatch,,17,"[{'leftCol': '6.1', 'rightCol': '__________ der Erzähler an jenem Abend nicht die Bar besucht hätte, wäre er Henry vermutlich nie begegnet.', 'answer': ['Wenn']}, {'leftCol': '6.2', 'rightCol': '__________ er der Mutter Blumen und Pralinen schenkt, zaubert der Liebhaber der Mutter ein Lächeln aufs Gesicht.', 'answer': ['Indem', 'Weil', 'Wenn']}, {'leftCol': '6.3', 'rightCol': 'Die Mutter lädt Trepp zum Essen ein, __________ sie verheiratet ist und zwei Kinder hat.', 'answer': ['obwohl', 'während']}, {'leftCol': '6.4', 'rightCol': ' Die Mutter kocht etwas Leckeres, __________ an diesem Abend hat die Familie Besuch.', 'answer': ['denn']}, {'leftCol': '6.5', 'rightCol': 'Die Mutter hat etwas Leckeres gekocht, __________ Trepp lässt das Essen stehen.', 'answer': ['aber']}, {'leftCol': '6.6', 'rightCol': 'Trepp erzählt, __________ er erst vor kurzem aus den Tropen zurückgekehrt sei.', 'answer': ['dass']}]","[{'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
293,Aufgabe 7,Ordne den richtigen Begriff zu.,,6,multiplechoice,,17,"[{'text': 'Trepp ist die perfekte Tarnung für den wahren Liebhaber Henry.', 'options': ['Unsicherheit', 'Wirklichkeit', 'Befehl / Bitte / Wunsch', 'Wunsch', 'Bitte / Wunsch', 'indirekte Rede', 'Bedingung'], 'answer': 'Wirklichkeit'}, {'text': 'Singt die Familienhymne!', 'options': ['Unsicherheit', 'Wirklichkeit', 'Befehl', 'Wunsch', 'Bitte', 'indirekte Rede', 'Bedingung'], 'answer': 'Befehl'}, {'text': 'Möge die Mutter an ihrem Liebeskummer nicht zugrunde gehen!', 'options': ['Unsicherheit', 'Wirklichkeit', 'Befehl / Bitte / Wunsch', 'Wunsch', 'Bitte', 'indirekte Rede', 'Bedingung'], 'answer': 'Wunsch'}, {'text': 'Würden Sie Ihre Mutter von mir grüßen?', 'options': ['Unsicherheit', 'Wirklichkeit', 'Befehl', 'Sicherheit', 'Bitte', 'indirekte Rede', 'Bedingung'], 'answer': 'Bitte'}, {'text': 'Der Vater sagt, Trepp sei ein elender Säufer.', 'options': ['Unsicherheit', 'Wirklichkeit', 'Befehl', 'Wunsch', 'Bitte', 'indirekte Rede', 'Bedingung'], 'answer': 'indirekte Rede'}, {'text': 'Wenn herauskäme, dass Trepp nicht der wahre Liebhaber ist, zerbräche die Familie.', 'options': ['Unsicherheit', 'Wirklichkeit', 'Befehl', 'Wunsch', 'Bitte', 'indirekte Rede', 'Bedingung'], 'answer': 'Bedingung'}]","[{'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
294,Aufgabe 8,Setze die Wörter in Klammern in den jeweils korrekten Fall.,,6,directWordMatch,,17,"[{'leftCol': '8.1', 'rightCol': 'Als der Erzähler und seine Schwester von der Schule nach Hause kommen, nehmen sie __________ (ein intensiver Zigarrenduft) wahr.', 'answer': ['einen intensiven Zigarrenduft']}, {'leftCol': '8.2', 'rightCol': 'Die Familie hört dem Gelalle Trepps, __________ (ein hoffnungsloser Säufer), ohne Besorgnis um das Familienglück zu.', 'answer': ['einem hoffnungslosen Säufer']}, {'leftCol': '8.3', 'rightCol': 'Henry, __________ (von seiner Liebe) der Erzähler nach seiner Rückkehr in seine Heimatstadt erfährt, zieht am Schluss wortlos von dannen.', 'answer': ['von dessen Liebe']}, {'leftCol': '8.4', 'rightCol': '__________ (Sein Schnaps) trinkt Trepp direkt aus dem Wasserglas.', 'answer': ['Seinen Schnaps']}, {'leftCol': '8.5', 'rightCol': 'Der Vater feiert seine vermeintliche Überlegenheit gegenüber __________ (der Liebhaber) dadurch, ...', 'answer': ['dem Liebhaber']}, {'leftCol': '8.6', 'rightCol': '... dass er fröhlich das Weinglas hebt und mit __________ (kräftige Klaviertöne) die Familienhymne anstimmt.', 'answer': ['kräftigen Klaviertönen']}]","[{'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
295,Aufgabe 9.1,Setze den folgenden Satz in die verlangte Zeitform. Achte auf korrekte Rechtschreibung! Satz: Die Mutter wird von ihrem Liebhaber mit Geschenken überrascht. Verlangte Zeitform: Futur,1 Punkt für die korrekte Antwort: Die Mutter wird von ihrem Liebhaber mit Geschenken überrascht werden oder Die Mutter wird von ihrem Liebhaber mit Geschenken überrascht worden sein.,1,text,[],17,,
296,Aufgabe 9.2,"Setze den folgenden Satz in die verlangte Zeitform. Achte auf korrekte Rechtschreibung! Satz: «Er stiehlt die Blumen vom Friedhof», sagte schliesslich die Mutter. Verlangte Zeitform: Präteritum","1 Punkt für die korrekte Antwort: «Er stahl die Blumen vom Friedhof», sagte schliesslich die Mutter.",1,text,[],17,,
297,Aufgabe 9.3,"Setze den folgenden Satz in die verlangte Zeitform. Achte auf korrekte Rechtschreibung! Satz: Die Familie musste versuchen, sich nichts anmerken zu lassen. Verlangte Zeitform: Perfekt","1 Punkt für die korrekte Antwort: Die Familie hat versuchen müssen, sich nichts anmerken zu lassen.",1,text,[],17,,
298,Aufgabe 9.4,Setze den folgenden Satz in die verlangte Zeitform. Achte auf korrekte Rechtschreibung! Satz: Belügt die Mutter die Familie? Verlangte Zeitform: Plusquamperfekt,1 Punkt für die korrekte Antwort: Hatte die Mutter die Familie belogen?,1,text,[],17,,
299,Aufgabe 10,"Bestimme die Wortart der markierten Wörter, indem du pro Zeile genau ein Kreuz setzt.",,6,multiplechoice,,17,"[{'text': 'eben', 'options': ['Verb', 'Nomen', 'Adjektiv', 'Pronomen', 'Konjunktion', 'Präposition', 'übrige Partikeln'], 'answer': 'übrige Partikeln'}, {'text': 'meine', 'options': ['Verb', 'Nomen', 'Adjektiv', 'Pronomen', 'Konjunktion', 'Präposition', 'übrige Partikeln'], 'answer': 'Pronomen'}, {'text': 'meinte', 'options': ['Verb', 'Nomen', 'Adjektiv', 'Pronomen', 'Konjunktion', 'Präposition', 'übrige Partikeln'], 'answer': 'Verb'}, {'text': 'über', 'options': ['Verb', 'Nomen', 'Adjektiv', 'Pronomen', 'Konjunktion', 'Präposition', 'übrige Partikeln'], 'answer': 'Präposition'}, {'text': 'allmählich', 'options': ['Verb', 'Nomen', 'Adjektiv', 'Pronomen', 'Konjunktion', 'Präposition', 'übrige Partikeln'], 'answer': 'Adjektiv'}, {'text': 'die', 'options': ['Verb', 'Nomen', 'Adjektiv', 'Pronomen', 'Konjunktion', 'Präposition', 'übrige Partikeln'], 'answer': 'Pronomen'}]","[{'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
